학교,체험처,학교_위도,학교_경도,체험처_위도,체험처_경도
선덕여자중학교,금융감독원 금융경제강의,35.83862147,129.2242275,36.0122317,129.3377863
선덕여자중학교,영어로배우는체육교실,35.83862147,129.2242275,35.64315,128.74319
선덕여자중학교,저작권강의,35.83862147,129.2242275,36.0122317,129.3377863
선덕여자중학교,컴퓨터 교실 - 파워포인트,35.83862147,129.2242275,35.81635,128.73541
선덕여자중학교,"호국보훈의달 프로그램 「분단의 시작, 한국전쟁이야기」 +  골든벨(역사 체험)",35.83862147,129.2242275,35.96797,128.92488
선덕여자중학교,띵가띵가 통기타(통기타 배우기),35.83862147,129.2242275,35.96797,128.92488
선덕여자중학교,방송댄스,35.83862147,129.2242275,35.84206,128.78262
선덕여자중학교,영어로배우는체육교실,35.83862147,129.2242275,35.64315,128.74319
선덕여자중학교,저작권강의,35.83862147,129.2242275,36.0122317,129.3377863
선덕여자중학교,청소년합창단 음악캠프,35.83862147,129.2242275,35.8601721,129.1895572
선덕여자중학교,과학교육서포터즈운영,35.83862147,129.2242275,35.9526215,128.900975
선덕여자중학교,과학창작 VR캠프,35.83862147,129.2242275,35.82159,128.82356
선덕여자중학교,진로체험 - 에너지 환경공학자,35.83862147,129.2242275,35.81635,128.73541
선덕여자중학교,진로체험 - 제품 디지이너,35.83862147,129.2242275,35.81635,128.73541
선덕여자중학교,"뭐야! 와인이 과학이라고!? 99.9%과일만으로  만들어지는 와인, 어떻게 만들어질까?",35.83862147,129.2242275,35.92362,128.89645
선덕여자중학교,과학창작 VR캠프,35.83862147,129.2242275,35.82159,128.82356
선덕여자중학교,진로체험 - 제품 디지이너,35.83862147,129.2242275,35.81635,128.73541
선덕여자중학교,드림콘서트(2) 진로학습법캠프[진로캠프 & 자기주도학습법캠프] - Dream Concert,35.83862147,129.2242275,35.820083,128.7311572
선덕여자중학교,드림콘서트(3) 고교학점제 진로캠프 - 중학교 3학년 전환기 진로캠프,35.83862147,129.2242275,35.820083,128.7311572
선덕여자중학교,찾아가는 진로교육 꿈을 찾는 티켓 1-성격,35.83862147,129.2242275,35.8274531,128.7185841
선덕여자중학교,과학창작 VR캠프,35.83862147,129.2242275,35.82159,128.82356
선덕여자중학교,진로체험 - 제품 디지이너,35.83862147,129.2242275,35.81635,128.73541
선덕여자중학교,미술 진로체험,35.83862147,129.2242275,35.9901865,128.9985253
선덕여자중학교,오감만족 도예캠프,35.83862147,129.2242275,35.8771359,128.7659703
선덕여자중학교,화랑도 체험활동,35.83862147,129.2242275,35.8601721,129.1895572
신라중학교,"김동리, 박목월 선생님 일대기(시인, 소설가와의 만남, 방송작가, 드라마 영화작가 연계체험)",35.85465841,129.2164259,35.7855363,129.3194854
신라중학교,뭐야! 와인이 예술이라고!? 와인에 숨어있는 예술 찾기,35.85465841,129.2164259,35.92362,128.89645
신라중학교,식품으로 만나는 예술 체험,35.85465841,129.2164259,36.039332,129.3677169
신라중학교,"오디로 놀자! (오디따기, 오디빙수만들기)(농장 체험)",35.85465841,129.2164259,35.92362,128.89645
신라중학교,오디와 6차산업 (가공식품 및 카페음료 개발)(카페 체험),35.85465841,129.2164259,35.92362,128.89645
신라중학교,진로체험 - 제품 디지이너,35.85465841,129.2164259,35.81635,128.73541
신라중학교,동물 카페 체험,35.85465841,129.2164259,36.0243057,129.3754219
신라중학교,"오디로 놀자! (오디따기, 오디빙수만들기)(농장 체험)",35.85465841,129.2164259,35.92362,128.89645
신라중학교,컴퓨터 교실 - 파워포인트,35.85465841,129.2164259,35.81635,128.73541
신라중학교,파이썬 OpenCV를 이용한 '윌리를 찾아라!'(코딩 체험),35.85465841,129.2164259,35.96797,128.92488
신라중학교,"Do Dream(두드림_주왕산국립공원 직업체험 프로그램)(동식물 전문가, 환경교육전문가)",35.85465841,129.2164259,36.356887,129.15953
신라중학교,경북 찾아가는의사직업체험(산부인과/피부과/외과/성형외과/응급의학과/이비인후과),35.85465841,129.2164259,35.8856993,128.582784
신라중학교,과학창작 VR캠프,35.85465841,129.2164259,35.82159,128.82356
신라중학교,진로체험 - 에너지 환경공학자,35.85465841,129.2164259,35.81635,128.73541
신라중학교,에너지 전문가 비전 세우기,35.85465841,129.2164259,35.7888894,129.3865654
신라중학교,과학창작 VR캠프,35.85465841,129.2164259,35.82159,128.82356
신라중학교,진로체험 - 제품 디지이너,35.85465841,129.2164259,35.81635,128.73541
신라중학교,동물 카페 체험,35.85465841,129.2164259,36.0243057,129.3754219
신라중학교,오감만족 도예캠프,35.85465841,129.2164259,35.8771359,128.7659703
신라중학교,파이썬 OpenCV를 이용한 '윌리를 찾아라!'(코딩 체험),35.85465841,129.2164259,35.96797,128.92488
신라중학교,"김동리, 박목월 선생님 일대기(시인, 소설가와의 만남, 방송작가, 드라마 영화작가 연계체험)",35.85465841,129.2164259,35.7855363,129.3194854
신라중학교,마법의 젤리 만들기 ('책 읽는 두꺼비' 책과 함께),35.85465841,129.2164259,36.039332,129.3677169
신라중학교,영어로배우는체육교실,35.85465841,129.2164259,35.64315,128.74319
신라중학교,적과한 사과를 이용하여 동물가족 표현하기,35.85465841,129.2164259,36.039332,129.3677169
신라중학교,"호국보훈의달 프로그램 「분단의 시작, 한국전쟁이야기」 +  골든벨(역사 체험)",35.85465841,129.2164259,35.96797,128.92488
신라중학교,EM을 활용한 한방비누 만들기,35.85465841,129.2164259,36.1382617,129.0073776
신라중학교,마법의 젤리 만들기 ('책 읽는 두꺼비' 책과 함께),35.85465841,129.2164259,36.039332,129.3677169
신라중학교,전통 문양 탁본 체험,35.85465841,129.2164259,35.7849849,129.3274027
신라중학교,전통 민화 그리기 체험,35.85465841,129.2164259,35.8556705,129.2248811
신라중학교,전통김치 담그기,35.85465841,129.2164259,36.1382617,129.0073776
신라중학교,"김동리, 박목월 선생님 일대기(시인, 소설가와의 만남, 방송작가, 드라마 영화작가 연계체험)",35.85465841,129.2164259,35.7855363,129.3194854
신라중학교,마법의 젤리 만들기 ('책 읽는 두꺼비' 책과 함께),35.85465841,129.2164259,36.039332,129.3677169
신라중학교,소원을 담은 나만의 와인,35.85465841,129.2164259,35.92362,128.89645
신라중학교,식품으로 만나는 예술 체험,35.85465841,129.2164259,36.039332,129.3677169
신라중학교,예술로 마음을 도닥인다 : 도닥도닥 사회적 협동조합,35.85465841,129.2164259,35.825122,128.741329
신라중학교,진로체험 - 제품 디지이너,35.85465841,129.2164259,35.81635,128.73541
신라중학교,드림콘서트(3) 고교학점제 진로캠프 - 중학교 3학년 전환기 진로캠프,35.85465841,129.2164259,35.820083,128.7311572
신라중학교,"오디로 놀자! (오디따기, 오디빙수만들기)(농장 체험)",35.85465841,129.2164259,35.92362,128.89645
신라중학교,컴퓨터 교실 -  영상편집,35.85465841,129.2164259,35.81635,128.73541
신라중학교,컴퓨터 교실 - 파워포인트,35.85465841,129.2164259,35.81635,128.73541
신라중학교,진로체험 - 제품 디지이너,35.85465841,129.2164259,35.81635,128.73541
신라중학교,동물 카페 체험,35.85465841,129.2164259,36.0243057,129.3754219
신라중학교,오디와 6차산업 (가공식품 및 카페음료 개발)(카페 체험),35.85465841,129.2164259,35.92362,128.89645
신라중학교,컴퓨터 교실 -  영상편집,35.85465841,129.2164259,35.81635,128.73541
신라중학교,파이썬 OpenCV를 이용한 '윌리를 찾아라!'(코딩 체험),35.85465841,129.2164259,35.96797,128.92488
신라중학교,과학교육서포터즈운영,35.85465841,129.2164259,35.9526215,128.900975
신라중학교,과학창작 VR캠프,35.85465841,129.2164259,35.82159,128.82356
신라중학교,"드림콘서트(1) 글로벌리더 육성을 위한 진로캠프 - Dream Concert(인성교육, 자존감 높이기)",35.85465841,129.2164259,35.820083,128.7311572
신라중학교,와인맛의 감정사 소믈리에 (식사와 함께하는 와인예절교육),35.85465841,129.2164259,35.92362,128.89645
신라중학교,클라이밍,35.85465841,129.2164259,35.63218,128.7182
신라중학교,방송댄스,35.85465841,129.2164259,35.84206,128.78262
신라중학교,식품으로 만나는 예술 체험,35.85465841,129.2164259,36.039332,129.3677169
신라중학교,영어로배우는체육교실,35.85465841,129.2164259,35.64315,128.74319
신라중학교,저작권강의,35.85465841,129.2164259,36.0122317,129.3377863
신라중학교,컴퓨터 교실 -  영상편집,35.85465841,129.2164259,35.81635,128.73541
아화중학교,"김동리, 박목월 선생님 일대기(시인, 소설가와의 만남, 방송작가, 드라마 영화작가 연계체험)",35.90011301,129.0472989,35.7855363,129.3194854
아화중학교,나도 이제 블로거,35.90011301,129.0472989,35.96797,128.92488
아화중학교,나를 대표하는 향기제작 조향사직업체험,35.90011301,129.0472989,35.82903885,128.7198231
아화중학교,마법의 젤리 만들기 ('책 읽는 두꺼비' 책과 함께),35.90011301,129.0472989,36.039332,129.3677169
아화중학교,확 빠진자(건강 상태 체크),35.90011301,129.0472989,35.96797,128.92488
아화중학교,경북 찾아가는의사직업체험(산부인과/피부과/외과/성형외과/응급의학과/이비인후과),35.90011301,129.0472989,35.8856993,128.582784
아화중학교,쇼콜라티에,35.90011301,129.0472989,35.8024072,128.4964134
아화중학교,수상스키 타기,35.90011301,129.0472989,35.95653,128.48785
아화중학교,"천년의 자락에서 미래를 꿈꾸다 (국립공원 체험, 역사 교육)",35.90011301,129.0472989,35.8648046,129.2839017
아화중학교,하늘사랑 천체캠프(별자리 관측),35.90011301,129.0472989,35.82159,128.82356
아화중학교,과학교육서포터즈운영,35.90011301,129.0472989,35.9526215,128.900975
아화중학교,과학창작 VR캠프,35.90011301,129.0472989,35.82159,128.82356
아화중학교,진로체험 - 에너지 환경공학자,35.90011301,129.0472989,35.81635,128.73541
아화중학교,진로체험 - 제품 디지이너,35.90011301,129.0472989,35.81635,128.73541
아화중학교,파이썬 OpenCV를 이용한 '윌리를 찾아라!'(코딩 체험),35.90011301,129.0472989,35.96797,128.92488
아화중학교,마법의 젤리 만들기 ('책 읽는 두꺼비' 책과 함께),35.90011301,129.0472989,36.039332,129.3677169
아화중학교,방송댄스 (여자)아이들,35.90011301,129.0472989,36.04915,128.4297
아화중학교,영어로배우는체육교실,35.90011301,129.0472989,35.64315,128.74319
아화중학교,"오디로 놀자! (오디따기, 오디빙수만들기)(농장 체험)",35.90011301,129.0472989,35.92362,128.89645
아화중학교,컴퓨터 교실 - 파워포인트,35.90011301,129.0472989,35.81635,128.73541
양남중학교,건강한 부모되기(성교육),35.67412465,129.4607583,36.0143476,129.3533381
양남중학교,"검사, 검찰 수사관 체험",35.67412465,129.4607583,35.8444497,129.2173
양남중학교,농촌교육농장 플래너,35.67412465,129.4607583,35.86697,128.92044
양남중학교,법원견학 프로그램,35.67412465,129.4607583,36.09185065,129.3878048
양남중학교,와인맛의 감정사 소믈리에 (식사와 함께하는 와인예절교육),35.67412465,129.4607583,35.92362,128.89645
양남중학교,"뭐야! 와인이 과학이라고!? 99.9%과일만으로  만들어지는 와인, 어떻게 만들어질까?",35.67412465,129.4607583,35.92362,128.89645
양남중학교,뭐야! 와인이 예술이라고!? 와인에 숨어있는 예술 찾기,35.67412465,129.4607583,35.92362,128.89645
양남중학교,사과와 당근으로 토끼 만들기,35.67412465,129.4607583,36.039332,129.3677169
양남중학교,"오디로 놀자! (오디따기, 오디빙수만들기)(농장 체험)",35.67412465,129.4607583,35.92362,128.89645
양남중학교,파이썬 OpenCV를 이용한 '윌리를 찾아라!'(코딩 체험),35.67412465,129.4607583,35.96797,128.92488
양남중학교,"미용(헤어,메이크업,네일아트,피부미용) 종합 직업체험(캠프)",35.67412465,129.4607583,36.0364215,129.3659694
양남중학교,"오디로 놀자! (오디따기, 오디빙수만들기)(농장 체험)",35.67412465,129.4607583,35.92362,128.89645
양남중학교,오디와 6차산업 (가공식품 및 카페음료 개발)(카페 체험),35.67412465,129.4607583,35.92362,128.89645
양남중학교,"원예치료사, 플로리스트, 플랜테리어디자이너 직업체험(원예치료수업)",35.67412465,129.4607583,36.0355791,129.3614492
양남중학교,화랑도 체험활동,35.67412465,129.4607583,35.8601721,129.1895572
양남중학교,"김동리, 박목월 선생님 일대기(시인, 소설가와의 만남, 방송작가, 드라마 영화작가 연계체험)",35.67412465,129.4607583,35.7855363,129.3194854
양남중학교,마법의 젤리 만들기 ('책 읽는 두꺼비' 책과 함께),35.67412465,129.4607583,36.039332,129.3677169
양남중학교,적과한 사과를 이용하여 동물가족 표현하기,35.67412465,129.4607583,36.039332,129.3677169
양남중학교,"호국보훈의달 프로그램 「분단의 시작, 한국전쟁이야기」 +  골든벨(역사 체험)",35.67412465,129.4607583,35.96797,128.92488
양남중학교,확 빠진자(건강 상태 체크),35.67412465,129.4607583,35.96797,128.92488
양북중학교,나도 이제 블로거,35.785592,129.4442385,35.96797,128.92488
양북중학교,동물 카페 체험,35.785592,129.4442385,36.0243057,129.3754219
양북중학교,"마음챙김 나만의 향수만들기(조향사, 아로마테라피 체험)",35.785592,129.4442385,35.8556705,129.2248811
양북중학교,확 빠진자(건강 상태 체크),35.785592,129.4442385,35.96797,128.92488
양북중학교,휴먼 있어보임체 만들기(나만의 글씨체 만들기),35.785592,129.4442385,35.96797,128.92488
양북중학교,"오디로 놀자! (오디따기, 오디빙수만들기)(농장 체험)",35.785592,129.4442385,35.92362,128.89645
양북중학교,전통 문양 탁본 체험,35.785592,129.4442385,35.7849849,129.3274027
양북중학교,쪽득한 양갱만들기(가공기능사 체험),35.785592,129.4442385,36.1382617,129.0073776
양북중학교,파이썬 OpenCV를 이용한 '윌리를 찾아라!'(코딩 체험),35.785592,129.4442385,35.96797,128.92488
양북중학교,화랑도 체험활동,35.785592,129.4442385,35.8601721,129.1895572
양북중학교,EM을 활용한 한방비누 만들기,35.785592,129.4442385,36.1382617,129.0073776
양북중학교,가죽공예,35.785592,129.4442385,35.96797,128.92488
양북중학교,전통 문양 탁본 체험,35.785592,129.4442385,35.7849849,129.3274027
양북중학교,"제로웨이스트 실천, 전통매듭을 활용한 다양한 보자기아트",35.785592,129.4442385,36.0844447,129.3889817
양북중학교,천연염색 체험,35.785592,129.4442385,35.72644,128.87939
양북중학교,마법의 젤리 만들기 ('책 읽는 두꺼비' 책과 함께),35.785592,129.4442385,36.039332,129.3677169
양북중학교,"오디로 놀자! (오디따기, 오디빙수만들기)(농장 체험)",35.785592,129.4442385,35.92362,128.89645
양북중학교,저작권강의,35.785592,129.4442385,36.0122317,129.3377863
양북중학교,적과한 사과를 이용하여 동물가족 표현하기,35.785592,129.4442385,36.039332,129.3677169
양북중학교,파이썬 OpenCV를 이용한 '윌리를 찾아라!'(코딩 체험),35.785592,129.4442385,35.96797,128.92488
외동중학교,"김동리, 박목월 선생님 일대기(시인, 소설가와의 만남, 방송작가, 드라마 영화작가 연계체험)",35.71736873,129.3253571,35.7855363,129.3194854
외동중학교,뭐야! 와인이 예술이라고!? 와인에 숨어있는 예술 찾기,35.71736873,129.3253571,35.92362,128.89645
외동중학교,소원을 담은 나만의 와인,35.71736873,129.3253571,35.92362,128.89645
외동중학교,식품으로 만나는 예술 체험,35.71736873,129.3253571,36.039332,129.3677169
외동중학교,예술로 마음을 도닥인다 : 도닥도닥 사회적 협동조합,35.71736873,129.3253571,35.825122,128.741329
외동중학교,"김동리, 박목월 선생님 일대기(시인, 소설가와의 만남, 방송작가, 드라마 영화작가 연계체험)",35.71736873,129.3253571,35.7855363,129.3194854
외동중학교,나도 이제 블로거,35.71736873,129.3253571,35.96797,128.92488
외동중학교,나만의 폰 가방만들기,35.71736873,129.3253571,35.83007465,128.7197841
외동중학교,소원을 담은 나만의 와인,35.71736873,129.3253571,35.92362,128.89645
외동중학교,"호국보훈의달 프로그램 「분단의 시작, 한국전쟁이야기」 +  골든벨(역사 체험)",35.71736873,129.3253571,35.96797,128.92488
외동중학교,"검사, 검찰 수사관 체험",35.71736873,129.3253571,35.8444497,129.2173
외동중학교,진로체험 - 제품 디지이너,35.71736873,129.3253571,35.81635,128.73541
외동중학교,드림콘서트(2) 진로학습법캠프[진로캠프 & 자기주도학습법캠프] - Dream Concert,35.71736873,129.3253571,35.820083,128.7311572
외동중학교,드림콘서트(3) 고교학점제 진로캠프 - 중학교 3학년 전환기 진로캠프,35.71736873,129.3253571,35.820083,128.7311572
외동중학교,찾아가는 진로교육 꿈을 찾는 티켓 1-성격,35.71736873,129.3253571,35.8274531,128.7185841
외동중학교,과학교육서포터즈운영,35.71736873,129.3253571,35.9526215,128.900975
외동중학교,드림콘서트(3) 고교학점제 진로캠프 - 중학교 3학년 전환기 진로캠프,35.71736873,129.3253571,35.820083,128.7311572
외동중학교,오감만족 도예캠프,35.71736873,129.3253571,35.8771359,128.7659703
외동중학교,"오디로 놀자! (오디따기, 오디빙수만들기)(농장 체험)",35.71736873,129.3253571,35.92362,128.89645
외동중학교,청소년합창단 음악캠프,35.71736873,129.3253571,35.8601721,129.1895572
외동중학교,"뭐야! 와인이 과학이라고!? 99.9%과일만으로  만들어지는 와인, 어떻게 만들어질까?",35.71736873,129.3253571,35.92362,128.89645
외동중학교,적과한 사과를 이용하여 동물가족 표현하기,35.71736873,129.3253571,36.039332,129.3677169
외동중학교,컴퓨터 교실 -  영상편집,35.71736873,129.3253571,35.81635,128.73541
외동중학교,컴퓨터 교실 - 파워포인트,35.71736873,129.3253571,35.81635,128.73541
외동중학교,클라이밍,35.71736873,129.3253571,35.63218,128.7182
외동중학교,과학창작 VR캠프,35.71736873,129.3253571,35.82159,128.82356
외동중학교,진로체험 - 에너지 환경공학자,35.71736873,129.3253571,35.81635,128.73541
외동중학교,나도 이제 블로거,35.71736873,129.3253571,35.96797,128.92488
외동중학교,"뭐야! 와인이 과학이라고!? 99.9%과일만으로  만들어지는 와인, 어떻게 만들어질까?",35.71736873,129.3253571,35.92362,128.89645
외동중학교,클라이밍,35.71736873,129.3253571,35.63218,128.7182
외동중학교,영어로배우는체육교실,35.71736873,129.3253571,35.64315,128.74319
외동중학교,오감만족 도예캠프,35.71736873,129.3253571,35.8771359,128.7659703
외동중학교,적과한 사과를 이용하여 동물가족 표현하기,35.71736873,129.3253571,36.039332,129.3677169
외동중학교,클라이밍,35.71736873,129.3253571,35.63218,128.7182
외동중학교,파이썬 OpenCV를 이용한 '윌리를 찾아라!'(코딩 체험),35.71736873,129.3253571,35.96797,128.92488
외동중학교,드림콘서트(2) 진로학습법캠프[진로캠프 & 자기주도학습법캠프] - Dream Concert,35.71736873,129.3253571,35.820083,128.7311572
외동중학교,영어로배우는체육교실,35.71736873,129.3253571,35.64315,128.74319
외동중학교,오감만족 도예캠프,35.71736873,129.3253571,35.8771359,128.7659703
외동중학교,컴퓨터 교실 -  영상편집,35.71736873,129.3253571,35.81635,128.73541
외동중학교,컴퓨터 교실 - 파워포인트,35.71736873,129.3253571,35.81635,128.73541
월성중학교,3D펜 기초반,35.84182328,129.1763,35.81635,128.73541
월성중학교,나도 이제 블로거,35.84182328,129.1763,35.96797,128.92488
월성중학교,마법의 젤리 만들기 ('책 읽는 두꺼비' 책과 함께),35.84182328,129.1763,36.039332,129.3677169
월성중학교,저작권강의,35.84182328,129.1763,36.0122317,129.3377863
월성중학교,찾아가는 진로교육 자기주도학습/나는 공신이다.,35.84182328,129.1763,35.8274531,128.7185841
월성중학교,"김동리, 박목월 선생님 일대기(시인, 소설가와의 만남, 방송작가, 드라마 영화작가 연계체험)",35.84182328,129.1763,35.7855363,129.3194854
월성중학교,드림콘서트(2) 진로학습법캠프[진로캠프 & 자기주도학습법캠프] - Dream Concert,35.84182328,129.1763,35.820083,128.7311572
월성중학교,"오디로 놀자! (오디따기, 오디빙수만들기)(농장 체험)",35.84182328,129.1763,35.92362,128.89645
월성중학교,저작권강의,35.84182328,129.1763,36.0122317,129.3377863
월성중학교,파이썬 OpenCV를 이용한 '윌리를 찾아라!'(코딩 체험),35.84182328,129.1763,35.96797,128.92488
월성중학교,"Do Dream(두드림_주왕산국립공원 직업체험 프로그램)(동식물 전문가, 환경교육전문가)",35.84182328,129.1763,36.356887,129.15953
월성중학교,경북 찾아가는의사직업체험(산부인과/피부과/외과/성형외과/응급의학과/이비인후과),35.84182328,129.1763,35.8856993,128.582784
월성중학교,김장담그기와 6차산업,35.84182328,129.1763,36.1382617,129.0073776
월성중학교,"천년의 자락에서 미래를 꿈꾸다 (국립공원 체험, 역사 교육)",35.84182328,129.1763,35.8648046,129.2839017
월성중학교,클라이밍,35.84182328,129.1763,35.63218,128.7182
월성중학교,"김동리, 박목월 선생님 일대기(시인, 소설가와의 만남, 방송작가, 드라마 영화작가 연계체험)",35.84182328,129.1763,35.7855363,129.3194854
월성중학교,달콤 옛날오란다 만들기,35.84182328,129.1763,36.1382617,129.0073776
월성중학교,드림콘서트(3) 고교학점제 진로캠프 - 중학교 3학년 전환기 진로캠프,35.84182328,129.1763,35.820083,128.7311572
월성중학교,"호국보훈의달 프로그램 「분단의 시작, 한국전쟁이야기」 +  골든벨(역사 체험)",35.84182328,129.1763,35.96797,128.92488
월성중학교,확 빠진자(건강 상태 체크),35.84182328,129.1763,35.96797,128.92488
월성중학교,"오디로 놀자! (오디따기, 오디빙수만들기)(농장 체험)",35.84182328,129.1763,35.92362,128.89645
월성중학교,찾아가는 진로교육 창업&창직/new Job Click!,35.84182328,129.1763,35.8274531,128.7185841
월성중학교,컴퓨터 교실 -  영상편집,35.84182328,129.1763,35.81635,128.73541
월성중학교,컴퓨터 교실 - 파워포인트,35.84182328,129.1763,35.81635,128.73541
월성중학교,파이썬 OpenCV를 이용한 '윌리를 찾아라!'(코딩 체험),35.84182328,129.1763,35.96797,128.92488
월성중학교,진로체험 - 제품 디지이너,35.84182328,129.1763,35.81635,128.73541
월성중학교,마법의 젤리 만들기 ('책 읽는 두꺼비' 책과 함께),35.84182328,129.1763,36.039332,129.3677169
월성중학교,적과한 사과를 이용하여 동물가족 표현하기,35.84182328,129.1763,36.039332,129.3677169
월성중학교,컴퓨터 교실 -  영상편집,35.84182328,129.1763,35.81635,128.73541
월성중학교,컴퓨터 교실 - 파워포인트,35.84182328,129.1763,35.81635,128.73541
월성중학교,금속공예가 직업체험을 위한 각인반지 만들기,35.84182328,129.1763,35.8194833,128.7236579
월성중학교,진로체험 - 제품 디지이너,35.84182328,129.1763,35.81635,128.73541
월성중학교,쪽득한 양갱만들기(가공기능사 체험),35.84182328,129.1763,36.1382617,129.0073776
월성중학교,카드지갑만들기(공예 체험),35.84182328,129.1763,35.83007465,128.7197841
월성중학교,파이썬 OpenCV를 이용한 '윌리를 찾아라!'(코딩 체험),35.84182328,129.1763,35.96797,128.92488
월성중학교,과학교육서포터즈운영,35.84182328,129.1763,35.9526215,128.900975
월성중학교,과학창작 VR캠프,35.84182328,129.1763,35.82159,128.82356
월성중학교,진로체험 - 에너지 환경공학자,35.84182328,129.1763,35.81635,128.73541
월성중학교,드림콘서트(2) 진로학습법캠프[진로캠프 & 자기주도학습법캠프] - Dream Concert,35.84182328,129.1763,35.820083,128.7311572
월성중학교,"뭐야! 와인이 과학이라고!? 99.9%과일만으로  만들어지는 와인, 어떻게 만들어질까?",35.84182328,129.1763,35.92362,128.89645
월성중학교,방송댄스,35.84182328,129.1763,35.84206,128.78262
월성중학교,영어로배우는체육교실,35.84182328,129.1763,35.64315,128.74319
월성중학교,저작권강의,35.84182328,129.1763,36.0122317,129.3377863
월성중학교,컴퓨터 교실 -  영상편집,35.84182328,129.1763,35.81635,128.73541
월성중학교,컴퓨터 교실 - 파워포인트,35.84182328,129.1763,35.81635,128.73541
월성중학교,방송댄스,35.84182328,129.1763,35.84206,128.78262
월성중학교,스트릿댄스,35.84182328,129.1763,35.96797,128.92488
월성중학교,영어로배우는체육교실,35.84182328,129.1763,35.64315,128.74319
월성중학교,저작권강의,35.84182328,129.1763,36.0122317,129.3377863
월성중학교,청소년합창단 음악캠프,35.84182328,129.1763,35.8601721,129.1895572
화랑중학교,드림콘서트(2) 진로학습법캠프[진로캠프 & 자기주도학습법캠프] - Dream Concert,35.87426195,129.2035169,35.820083,128.7311572
화랑중학교,방송댄스,35.87426195,129.2035169,35.84206,128.78262
화랑중학교,"오디로 놀자! (오디따기, 오디빙수만들기)(농장 체험)",35.87426195,129.2035169,35.92362,128.89645
화랑중학교,저작권강의,35.87426195,129.2035169,36.0122317,129.3377863
화랑중학교,청소년오케스트라 겨울연주캠프,35.87426195,129.2035169,35.8601721,129.1895572
화랑중학교,"김동리, 박목월 선생님 일대기(시인, 소설가와의 만남, 방송작가, 드라마 영화작가 연계체험)",35.87426195,129.2035169,35.7855363,129.3194854
화랑중학교,나도 이제 블로거,35.87426195,129.2035169,35.96797,128.92488
화랑중학교,마법의 젤리 만들기 ('책 읽는 두꺼비' 책과 함께),35.87426195,129.2035169,36.039332,129.3677169
화랑중학교,오렌지 방향제 만들기 (크리스마스),35.87426195,129.2035169,36.039332,129.3677169
화랑중학교,휴먼 있어보임체 만들기(나만의 글씨체 만들기),35.87426195,129.2035169,35.96797,128.92488
화랑중학교,건강한 부모되기(성교육),35.87426195,129.2035169,36.0143476,129.3533381
화랑중학교,농촌교육농장 플래너,35.87426195,129.2035169,35.86697,128.92044
화랑중학교,"드림콘서트(1) 글로벌리더 육성을 위한 진로캠프 - Dream Concert(인성교육, 자존감 높이기)",35.87426195,129.2035169,35.820083,128.7311572
화랑중학교,예술로 마음을 도닥인다 : 도닥도닥 사회적 협동조합,35.87426195,129.2035169,35.825122,128.741329
화랑중학교,전통김치 담그기,35.87426195,129.2035169,36.1382617,129.0073776
화랑중학교,진로체험 - 제품 디지이너,35.87426195,129.2035169,35.81635,128.73541
화랑중학교,미술 진로체험,35.87426195,129.2035169,35.9901865,128.9985253
화랑중학교,오감만족 도예캠프,35.87426195,129.2035169,35.8771359,128.7659703
화랑중학교,하늘사랑 천체캠프(별자리 관측),35.87426195,129.2035169,35.82159,128.82356
화랑중학교,화랑도 체험활동,35.87426195,129.2035169,35.8601721,129.1895572
화랑중학교,"검사, 검찰 수사관 체험",35.87426195,129.2035169,35.8444497,129.2173
화랑중학교,"드림콘서트(1) 글로벌리더 육성을 위한 진로캠프 - Dream Concert(인성교육, 자존감 높이기)",35.87426195,129.2035169,35.820083,128.7311572
화랑중학교,드림콘서트(2) 진로학습법캠프[진로캠프 & 자기주도학습법캠프] - Dream Concert,35.87426195,129.2035169,35.820083,128.7311572
화랑중학교,예술로 마음을 도닥인다 : 도닥도닥 사회적 협동조합,35.87426195,129.2035169,35.825122,128.741329
화랑중학교,저작권강의,35.87426195,129.2035169,36.0122317,129.3377863
화랑중학교,"검사, 검찰 수사관 체험",35.87426195,129.2035169,35.8444497,129.2173
화랑중학교,경북 찾아가는의사직업체험(산부인과/피부과/외과/성형외과/응급의학과/이비인후과),35.87426195,129.2035169,35.8856993,128.582784
화랑중학교,드림콘서트(2) 진로학습법캠프[진로캠프 & 자기주도학습법캠프] - Dream Concert,35.87426195,129.2035169,35.820083,128.7311572
화랑중학교,와인맛의 감정사 소믈리에 (식사와 함께하는 와인예절교육),35.87426195,129.2035169,35.92362,128.89645
화랑중학교,저작권강의,35.87426195,129.2035169,36.0122317,129.3377863
화랑중학교,사과와 당근으로 토끼 만들기,35.87426195,129.2035169,36.039332,129.3677169
화랑중학교,적과한 사과를 이용하여 동물가족 표현하기,35.87426195,129.2035169,36.039332,129.3677169
화랑중학교,컴퓨터 교실 -  영상편집,35.87426195,129.2035169,35.81635,128.73541
화랑중학교,컴퓨터 교실 - 파워포인트,35.87426195,129.2035169,35.81635,128.73541
화랑중학교,파이썬 OpenCV를 이용한 '윌리를 찾아라!'(코딩 체험),35.87426195,129.2035169,35.96797,128.92488
화랑중학교,진로체험 - 제품 디지이너,35.87426195,129.2035169,35.81635,128.73541
화랑중학교,동물 카페 체험,35.87426195,129.2035169,36.0243057,129.3754219
화랑중학교,사과와 당근으로 토끼 만들기,35.87426195,129.2035169,36.039332,129.3677169
