학교명,체험처,점수,학교_위도,학교_경도,체험처_위도,체험처_경도
장곡중학교,풀잎문화센터,(0.8781890632873166+0j),36.07345548,128.4150883,36.0989995,128.432553
장곡중학교,칠곡군청소년문화의집,(0.9724266596367068+0j),36.07345548,128.4150883,36.04915,128.4297
장곡중학교,칠곡군청소년문화의집,(0.9119209943609748+0j),36.07345548,128.4150883,36.04915,128.4297
장곡중학교,칠곡군청소년문화의집,(0.9080935353475147+0j),36.07345548,128.4150883,36.04915,128.4297
장곡중학교,박정희대통령 생가,(0.9716733453799619+0j),36.07345548,128.4150883,36.12323105,128.3413768
장곡중학교,핸즈체험터,(0.9007947672741264+0j),36.07345548,128.4150883,35.8024072,128.4964134
장곡중학교,박정희대통령 생가,(0.963612078107068+0j),36.07345548,128.4150883,36.12323105,128.3413768
장곡중학교,수자원공사 - 칠곡보,(0.9979901407805964+0j),36.07345548,128.4150883,36.036934,128.4118002
장곡중학교,풀잎문화센터,(0.9669269855032742+0j),36.07345548,128.4150883,36.0989995,128.432553
장곡중학교,칠곡군청소년문화의집,(0.9697074786480435+0j),36.07345548,128.4150883,36.04915,128.4297
장곡중학교,칠곡군청소년문화의집,(0.9994374584952146+0j),36.07345548,128.4150883,36.04915,128.4297
구룡포중학교,카빙앤조이,(0.9182464467067+0j),35.99179076,129.5659125,36.039332,129.3677169
구룡포중학교,카빙앤조이,(0.8506948739938189+0j),35.99179076,129.5659125,36.039332,129.3677169
구룡포중학교,참사랑어머니회,(0.8429346031084735+0j),35.99179076,129.5659125,36.0143476,129.3533381
구룡포중학교,뷰티인미용학원(포항캠퍼스),(0.9134560333706283+0j),35.99179076,129.5659125,36.0364215,129.3659694
구룡포중학교,뷰티인미용학원(포항캠퍼스),(0.8648298368358691+0j),35.99179076,129.5659125,36.0364215,129.3659694
기계중학교,카빙앤조이,(0.8865635762224077+0j),36.07736697,129.1960801,36.039332,129.3677169
기계중학교,포항전통문화체험관,(0.8779807780040483+0j),36.07736697,129.1960801,36.16497465,129.1854867
기계중학교,영천시청소년수련관,(0.9282654811658952+0j),36.07736697,129.1960801,35.96797,128.92488
기계중학교,카빙앤조이,(0.8825255910073209+0j),36.07736697,129.1960801,36.039332,129.3677169
기계중학교,경상북도보건환경연구원,(0.8821786618816723+0j),36.07736697,129.1960801,35.9526215,128.900975
기계중학교,스토리움,(0.844385291141964+0j),36.07736697,129.1960801,36.0122317,129.3377863
대도중학교,카빙앤조이,(0.9828180439288321+0j),36.07284812,129.3965964,36.039332,129.3677169
대도중학교,카빙앤조이,(0.9254597444285131+0j),36.07284812,129.3965964,36.039332,129.3677169
대도중학교,카빙앤조이,(0.9356501272512743+0j),36.07284812,129.3965964,36.039332,129.3677169
대도중학교,카빙앤조이,(0.8945531607702805+0j),36.07284812,129.3965964,36.039332,129.3677169
대도중학교,카빙앤조이,(0.9336652962197626+0j),36.07284812,129.3965964,36.039332,129.3677169
대도중학교,카빙앤조이,(0.891321630997097+0j),36.07284812,129.3965964,36.039332,129.3677169
대도중학교,카빙앤조이,(0.9353064874880684+0j),36.07284812,129.3965964,36.039332,129.3677169
대도중학교,참사랑어머니회,(0.9466711808364403+0j),36.07284812,129.3965964,36.0143476,129.3533381
대동중학교,카빙앤조이,(0.8689281447082828+0j),36.05831145,129.3571484,36.039332,129.3677169
대동중학교,대구지방법원 포항지원,(0.9756189091950963+0j),36.05831145,129.3571484,36.09185065,129.3878048
대동중학교,스토리움,(0.8732104250649517+0j),36.05831145,129.3571484,36.0122317,129.3377863
대동중학교,동리목월문학관,(0.9094920255049657+0j),36.05831145,129.3571484,35.7855363,129.3194854
대동중학교,카빙앤조이,(0.905904813878638+0j),36.05831145,129.3571484,36.039332,129.3677169
대동중학교,카빙앤조이,(0.9379015006070245+0j),36.05831145,129.3571484,36.039332,129.3677169
대동중학교,카빙앤조이,(0.9175453757493249+0j),36.05831145,129.3571484,36.039332,129.3677169
대동중학교,카빙앤조이,(0.9697192546660701+0j),36.05831145,129.3571484,36.039332,129.3677169
대동중학교,뷰티인미용학원(포항캠퍼스),(0.8649044934865443+0j),36.05831145,129.3571484,36.0364215,129.3659694
대동중학교,카빙앤조이,(0.8631783209087626+0j),36.05831145,129.3571484,36.039332,129.3677169
대동중학교,카빙앤조이,(0.8943373535622194+0j),36.05831145,129.3571484,36.039332,129.3677169
대동중학교,카빙앤조이,(0.8678207300310643+0j),36.05831145,129.3571484,36.039332,129.3677169
대동중학교,카빙앤조이,(0.9093402948692928+0j),36.05831145,129.3571484,36.039332,129.3677169
대동중학교,카빙앤조이,(0.875500730807671+0j),36.05831145,129.3571484,36.039332,129.3677169
대동중학교,스토리움,(0.9159307256165937+0j),36.05831145,129.3571484,36.0122317,129.3377863
대보중학교,카빙앤조이,(0.8866560465001326+0j),36.07565376,129.5672519,36.039332,129.3677169
대보중학교,참사랑어머니회,(0.8401040211000295+0j),36.07565376,129.5672519,36.0143476,129.3533381
대보중학교,동물카페 라미닥,(0.8364713493471645+0j),36.07565376,129.5672519,36.0243057,129.3754219
대보중학교,뷰티인미용학원(포항캠퍼스),(0.9041283679616183+0j),36.07565376,129.5672519,36.0364215,129.3659694
대송중학교,동리목월문학관,(0.9407800836879491+0j),35.97786663,129.3595369,35.7855363,129.3194854
대송중학교,스토리움,(0.8842358556691459+0j),35.97786663,129.3595369,36.0122317,129.3377863
대송중학교,경상북도보건환경연구원,(0.878581788924836+0j),35.97786663,129.3595369,35.9526215,128.900975
대송중학교,동물카페 라미닥,(0.9027333931161432+0j),35.97786663,129.3595369,36.0243057,129.3754219
대흥중학교,경주국립공원사무소,(0.8568088535909121+0j),36.04530538,129.3539589,35.8648046,129.2839017
대흥중학교,영천시청소년수련관,(0.9008331908167675+0j),36.04530538,129.3539589,35.96797,128.92488
