강좌명,프로그램명,점수,학교_위도,학교_경도,체험처_위도,체험처_경도
영화 속 사회,저작권강의,1.1826680907185476,35.81222619,128.7380534,36.0122317,129.3377863
시 감상과 모방시 창작,"김동리, 박목월 선생님 일대기(시인, 소설가와의 만남, 방송작가, 드라마 영화작가 연계체험)",0.7388407993275943,35.8177642,128.7299454,35.7855363,129.3194854
시 감상과 모방시 창작,예술로 마음을 도닥인다 : 도닥도닥 사회적 협동조합,0.6733456461385768,35.8177642,128.7299454,35.825122,128.741329
시 감상과 모방시 창작,감성민화 그리기,1.2214455773118698,35.8177642,128.7299454,35.9829227,128.3839164
시 감상과 모방시 창작,틱톡 틱톡(탁구 체험),0.9871165367283752,35.8177642,128.7299454,36.591216,128.1870866
시 감상과 모방시 창작,수상스키 타기,0.8644274947606528,35.8177642,128.7299454,35.95653,128.48785
시 감상과 모방시 창작,식품으로 만나는 예술 체험,1.1448442495964868,35.8177642,128.7299454,36.039332,129.3677169
시 감상과 모방시 창작,뭐야! 와인이 예술이라고!? 와인에 숨어있는 예술 찾기,0.968419624717787,35.8177642,128.7299454,35.92362,128.89645
시 감상과 모방시 창작,4컷 그림일기,1.0094717129614337,35.8177642,128.7299454,36.591216,128.1870866
시 감상과 모방시 창작,웹툰작가,0.95488219669218,35.8177642,128.7299454,36.591216,128.1870866
시 감상과 모방시 창작,"쇼콜라티에(2교시,초콜릿)",2.1726052565643865,35.8177642,128.7299454,36.8070556,128.6293459
내가 만들어가는 민주정치,민주주의 선거교실,0.4766869795833706,35.8177642,128.7299454,35.7291463,128.2728402
내가 만들어가는 민주정치,경북 찾아가는의사직업체험(산부인과/피부과/외과/성형외과/응급의학과/이비인후과),0.5072655667400345,35.8177642,128.7299454,35.8856993,128.582784
내가 만들어가는 민주정치,사회적기업가의 삶,0.8411831457600558,35.8177642,128.7299454,35.9829227,128.3839164
내가 만들어가는 민주정치,"쇼콜라티에(2교시,초콜릿)",0.6929829996058005,35.8177642,128.7299454,36.8070556,128.6293459
내가 만들어가는 민주정치,"호국보훈의달 프로그램 「분단의 시작, 한국전쟁이야기」 +  골든벨(역사 체험)",1.1183609211883843,35.8177642,128.7299454,35.96797,128.92488
내가 만들어가는 민주정치,"검사, 검찰 수사관 체험",1.1372294741445508,35.8177642,128.7299454,35.8444497,129.2173
내가 만들어가는 민주정치,쇼콜라티에,0.871634715248732,35.8177642,128.7299454,35.8024072,128.4964134
내가 만들어가는 민주정치,소원을 담은 나만의 와인,0.8497755852443349,35.8177642,128.7299454,35.92362,128.89645
내가 만들어가는 민주정치,예술로 마음을 도닥인다 : 도닥도닥 사회적 협동조합,1.0042433659079555,35.8177642,128.7299454,35.825122,128.741329
내가 만들어가는 민주정치,"코스메틱, 화장품연구원(뷰티 관련 직업군 체험)",0.6882103710077578,35.8177642,128.7299454,36.8070556,128.6293459
통계로 알아보는 환경교육,"한국부동산원과 함께하는 청소년 직업체험(조사,통계,공시)",0.8461574814730368,35.8177642,128.7299454,36.554877,128.7582194
통계로 알아보는 환경교육,컴퓨터 교실 - 파워포인트,0.8244307471140238,35.8177642,128.7299454,35.81635,128.73541
통계로 알아보는 환경교육,진로체험 - 에너지 환경공학자,1.0791140511445798,35.8177642,128.7299454,35.81635,128.73541
통계로 알아보는 환경교육,메디컬(해부학) 멸치,0.47435349276591954,35.8177642,128.7299454,36.8070556,128.6293459
통계로 알아보는 환경교육,"칠곡보 돌아보기(홍수 가뭄 방지, 신재생 에너지 생산)",1.6252403397131083,35.8177642,128.7299454,36.036934,128.4118002
통계로 알아보는 환경교육,컴퓨터 교실 -  영상편집,1.2921549096139882,35.8177642,128.7299454,35.81635,128.73541
통계로 알아보는 환경교육,미래식량자원인 곤충 체험,1.0494384491548447,35.8177642,128.7299454,35.698467,128.5734164
통계로 알아보는 환경교육,너의 성장은 타로와 함께,0.6176306355191108,35.8177642,128.7299454,36.591216,128.1870866
통계로 알아보는 환경교육,찾아오는 금융교육,1.6113719831621678,35.8177642,128.7299454,35.7260103,128.264818
통계로 알아보는 환경교육,대기질 엔지니어 (중학생을 위한 친환경 공기청정기 제작)_토라사이언스,0.5611613257246976,35.8177642,128.7299454,36.1084915,128.1878133
지구의 생태 환경,확 빠진자(건강 상태 체크),0.31846341050827287,35.8177642,128.7299454,35.96797,128.92488
지구의 생태 환경,환경활동가,0.21717973053993705,35.8177642,128.7299454,36.591216,128.1870866
지구의 생태 환경,"칠곡보 돌아보기(홍수 가뭄 방지, 신재생 에너지 생산)",0.9084871415406521,35.8177642,128.7299454,36.036934,128.4118002
지구의 생태 환경,기후행동가(환경 관련 직업 체험),0.7558095348667424,35.8177642,128.7299454,36.8070556,128.6293459
지구의 생태 환경,진로체험 - 에너지 환경공학자,1.6875329348573098,35.8177642,128.7299454,35.81635,128.73541
지구의 생태 환경,대기질 엔지니어 (중학생을 위한 친환경 공기청정기 제작),0.7818037265926555,35.8177642,128.7299454,35.9927198,128.3872542
지구의 생태 환경,대기질 엔지니어 (중학생을 위한 친환경 공기청정기 제작)_토라사이언스,1.2355921598414341,35.8177642,128.7299454,36.1084915,128.1878133
지구의 생태 환경,"Do Dream(두드림_주왕산국립공원 직업체험 프로그램)(동식물 전문가, 환경교육전문가)",0.7962407661713127,35.8177642,128.7299454,36.356887,129.15953
지구의 생태 환경,건축모형제작(도시환경디자인과),2.3545232852469717,35.8177642,128.7299454,36.554877,128.7582194
지구의 생태 환경,프리저버드 현플랜트아트,1.2386702495847635,35.8177642,128.7299454,35.923021,128.4889526
"영어 발음, 영어동화 읽기 및 제작",Let’s sing in English 영어 노래 부르기,0.6879248122783042,35.8177642,128.7299454,36.591216,128.1870866
"영어 발음, 영어동화 읽기 및 제작",마법의 젤리 만들기 ('책 읽는 두꺼비' 책과 함께),0.6467585307127176,35.8177642,128.7299454,36.039332,129.3677169
"영어 발음, 영어동화 읽기 및 제작",적과한 사과를 이용하여 동물가족 표현하기,0.8502858647826995,35.8177642,128.7299454,36.039332,129.3677169
"영어 발음, 영어동화 읽기 및 제작","드림콘서트(1) 글로벌리더 육성을 위한 진로캠프 - Dream Concert(인성교육, 자존감 높이기)",0.5705160263142733,35.8177642,128.7299454,35.820083,128.7311572
"영어 발음, 영어동화 읽기 및 제작",영어로배우는체육교실,1.288246625484881,35.8177642,128.7299454,35.64315,128.74319
"영어 발음, 영어동화 읽기 및 제작",감성민화 그리기,0.8611543322098365,35.8177642,128.7299454,35.9829227,128.3839164
"영어 발음, 영어동화 읽기 및 제작",방송댄스 (여자)아이들,1.0536795199618696,35.8177642,128.7299454,36.04915,128.4297
"영어 발음, 영어동화 읽기 및 제작",건강한 부모되기(성교육),0.7727375246372415,35.8177642,128.7299454,36.0143476,129.3533381
"영어 발음, 영어동화 읽기 및 제작","재미있게 배우는 수채화, 드로잉",0.9368060738465169,35.8177642,128.7299454,36.4281491,128.1707283
"영어 발음, 영어동화 읽기 및 제작",청소년오케스트라 겨울연주캠프,1.3654643068954813,35.8177642,128.7299454,35.8601721,129.1895572
차이나(China)는 클래스 ,쇼콜라티에,1.2866431540666377,35.8177642,128.7299454,35.8024072,128.4964134
차이나(China)는 클래스 ,예절체험,1.301503049331867,35.8177642,128.7299454,36.1998392,128.3913747
차이나(China)는 클래스 ,"쇼콜라티에(2교시,초콜릿)",1.1416105666788905,35.8177642,128.7299454,36.8070556,128.6293459
차이나(China)는 클래스 ,"면접,수행평가대비 스피치 클래스",0.6222102650699595,35.8177642,128.7299454,36.04915,128.4297
차이나(China)는 클래스 ,와인맛의 감정사 소믈리에 (식사와 함께하는 와인예절교육),1.4142617932156216,35.8177642,128.7299454,35.92362,128.89645
차이나(China)는 클래스 ,"드림콘서트(1) 글로벌리더 육성을 위한 진로캠프 - Dream Concert(인성교육, 자존감 높이기)",1.4815415616010519,35.8177642,128.7299454,35.820083,128.7311572
차이나(China)는 클래스 ,민주주의 선거교실,1.1134502835487292,35.8177642,128.7299454,35.7291463,128.2728402
차이나(China)는 클래스 ,저작권강의,0.751145029943294,35.8177642,128.7299454,36.0122317,129.3377863
차이나(China)는 클래스 ,"특성화고 학과체험(금융정보, 마케팅물류, 인터넷 비지니스 학과 체험)",0.7218795640299336,35.8177642,128.7299454,35.89751,128.34962
차이나(China)는 클래스 ,댄스 클래스,1.145418047025497,35.8177642,128.7299454,36.04915,128.4297
영상으로 보는 나,"미용사 , 나의 적성에 맞는 일인지 궁금해요 !미용사 진로직업 체험",0.9461737217781646,35.816043,128.827966,36.5684049,128.6933617
영상으로 보는 나,청소년 진로설계 -우연히 주인공이 되는 선택,0.9655885188169148,35.816043,128.827966,36.1020797,128.3820047
영상으로 보는 나,확 빠진자(건강 상태 체크),2.122617629295122,35.816043,128.827966,35.96797,128.92488
영상으로 보는 나,"미래의 주인공은 ""나"" 벌룬아트 소통 강의",0.8888394188384747,35.816043,128.827966,36.8224444,128.6183745
영상으로 보는 나,바리스타 진로체험,1.0345931225817548,35.816043,128.827966,36.0954207,128.4334233
영상으로 보는 나,특수효과전문가(중학생을 위한 미래유망직업 소개) ,1.4100505215961383,35.816043,128.827966,35.9927198,128.3872542
영상으로 보는 나,비대면 VR(가상현실)콘텐츠 제작자(중학생을 위한 미래 신직업 소개 - VR콘텐츠 제작),1.544362531986151,35.816043,128.827966,35.9927198,128.3872542
영상으로 보는 나,진로체험 - 제품 디지이너,0.5714250096250667,35.816043,128.827966,35.81635,128.73541
영상으로 보는 나,드림콘서트(2) 진로학습법캠프[진로캠프 & 자기주도학습법캠프] - Dream Concert,0.9675435595703301,35.816043,128.827966,35.820083,128.7311572
영상으로 보는 나,특수효과전문가(중학생을 위한 미래유망직업 소개)_토라사이언스,1.2048699123387763,35.816043,128.827966,36.1084915,128.1878133
더빙을 통한 영어학습,Let’s sing in English 영어 노래 부르기,0.8504110263100676,35.816043,128.827966,36.591216,128.1870866
더빙을 통한 영어학습,영어로배우는체육교실,0.7914968915910471,35.816043,128.827966,35.64315,128.74319
더빙을 통한 영어학습,신나는 드럼(드럼 기초 배우기),1.0335014513361513,35.816043,128.827966,36.4281491,128.1707283
더빙을 통한 영어학습,방송댄스,0.3875240726112438,35.816043,128.827966,35.84206,128.78262
더빙을 통한 영어학습,방송댄스 (여자)아이들,1.1259098017165556,35.816043,128.827966,36.04915,128.4297
더빙을 통한 영어학습,공기반 소리반 보컬트레이닝,1.1635502227976695,35.816043,128.827966,36.4281491,128.1707283
더빙을 통한 영어학습,"재미있게 배우는 수채화, 드로잉",0.6834508448409029,35.816043,128.827966,36.4281491,128.1707283
더빙을 통한 영어학습,틱톡 틱톡(탁구 체험),0.6570957805627734,35.816043,128.827966,36.591216,128.1870866
더빙을 통한 영어학습,수상스키 타기,0.34856513261708705,35.816043,128.827966,35.95653,128.48785
더빙을 통한 영어학습,"면접,수행평가대비 스피치 클래스",0.9228026645105374,35.816043,128.827966,36.04915,128.4297
수학과 놀자,파이썬 OpenCV를 이용한 '윌리를 찾아라!'(코딩 체험),0.8362041305532965,35.816043,128.827966,35.96797,128.92488
수학과 놀자,3D모델링 전문가 (중학생을 위한 미래신기출체험_3D모델링 체험),0.6829214288638251,35.816043,128.827966,36.1084915,128.1878133
수학과 놀자,SW코딩 전문가(중학생을 위한 미래신기술체험_빅보드 체험),1.631040894942006,35.816043,128.827966,35.9927198,128.3872542
수학과 놀자,"오디로 놀자! (오디따기, 오디빙수만들기)(농장 체험)",1.2777491007971566,35.816043,128.827966,35.92362,128.89645
수학과 놀자,메이커전문가 (중학생을 위한 창의융합 메이커체험_DIY 오르골만들기),1.6751766797369598,35.816043,128.827966,35.9927198,128.3872542
수학과 놀자,메이커활동가 (중학생을 위한 창의융합 메이커체험_DIY 오르골만들기),2.105337203761447,35.816043,128.827966,36.1084915,128.1878133
수학과 놀자,드림박스 만들기 (중학생을 위한 창의융합 메이커체험),0.9300055937059324,35.816043,128.827966,35.9927198,128.3872542
수학과 놀자,공간디자인전문가 - 중학생을 위한 골드버드 창의미션,1.222414737522093,35.816043,128.827966,35.9927198,128.3872542
수학과 놀자,진로체험 - 제품 디지이너,0.7313695702830338,35.816043,128.827966,35.81635,128.73541
수학과 놀자,창의트레이너 - 중학생을 위한 골드버드 창의미션,0.46151352832551257,35.816043,128.827966,36.1084915,128.1878133
자유주제 탐구실험,과학개념 완성 실험과학,1.0420838655615055,35.816043,128.827966,36.4281491,128.1707283
자유주제 탐구실험,과학창작 VR캠프,1.0633690369508597,35.816043,128.827966,35.82159,128.82356
자유주제 탐구실험,창의 융합_드론비행,1.5016466403394524,35.816043,128.827966,36.4281491,128.1707283
자유주제 탐구실험,특수효과전문가(중학생을 위한 미래유망직업 소개)_토라사이언스,1.241910543164259,35.816043,128.827966,36.1084915,128.1878133
자유주제 탐구실험,"AI 창의과학(자율주행 자동차, 호버볼 만들기)",1.3235653019301454,35.816043,128.827966,36.4281491,128.1707283
자유주제 탐구실험,창의트레이너 - 중학생을 위한 골드버드 창의미션,1.8637707299873754,35.816043,128.827966,36.1084915,128.1878133
자유주제 탐구실험,과학교육서포터즈운영,1.3543410860552056,35.816043,128.827966,35.9526215,128.900975
자유주제 탐구실험,자유학기제 산림항공본부 진로체험 프로그램,0.8318968731372225,35.816043,128.827966,36.5420192,128.7266552
자유주제 탐구실험,진로체험 - 제품 디지이너,1.0434563327839312,35.816043,128.827966,35.81635,128.73541
자유주제 탐구실험,미래소방관 체험교실 1,0.5987416779105013,35.816043,128.827966,36.1216969,128.1299351
바른 인성 탁구교실,스포츠클럽[당구.포켓볼],1.3794747839770996,35.816043,128.827966,35.96797,128.92488
바른 인성 탁구교실,스포츠클럽[탁구교실],1.39905584428828,35.816043,128.827966,35.96797,128.92488
바른 인성 탁구교실,애견훈련사,1.136008613614824,35.816043,128.827966,36.591216,128.1870866
바른 인성 탁구교실,댄스 클래스,1.0605875896385712,35.816043,128.827966,36.04915,128.4297
바른 인성 탁구교실,클라이밍,2.6886825425808007,35.816043,128.827966,35.63218,128.7182
바른 인성 탁구교실,와인맛의 감정사 소믈리에 (식사와 함께하는 와인예절교육),1.3097883004354494,35.816043,128.827966,35.92362,128.89645
바른 인성 탁구교실,스트릿댄스,0.9053569244657775,35.816043,128.827966,35.96797,128.92488
바른 인성 탁구교실,찾아가는 선비수련체험(인성 함양 교육),1.8288282346911373,35.816043,128.827966,36.7412482,128.8449588
바른 인성 탁구교실,예절체험,0.8762373278351923,35.816043,128.827966,36.1998392,128.3913747
